ProteinId:ID(Protein),EntryName,FullName,:LABEL
A2RRP1,NBAS_HUMAN,NBAS subunit of NRZ tethering complex,Protein
Q9H0A0,NAT10_HUMAN,RNA cytidine acetyltransferase,Protein
P00387,NB5R3_HUMAN,NADH-cytochrome b5 reductase 3,Protein
Q9UHQ9,NB5R1_HUMAN,NADH-cytochrome b5 reductase 1,Protein
Q9BTE0,NAT9_HUMAN,Alpha/beta-tubulin-N-acetyltransferase 9,Protein
A0A0U1RRE5,NBDY_HUMAN,Negative regulator of P-body association,Protein
Q8NEY1,NAV1_HUMAN,Neuron navigator 1,Protein
Q9UHF3,NAT8B_HUMAN,Putative N-acetyltransferase 8B,Protein
Q3BBV0,NBPF1_HUMAN,Neuroblastoma breakpoint family member 1,Protein
Q9H094,NBPF3_HUMAN,Neuroblastoma breakpoint family member 3,Protein
Q6BCY4,NB5R2_HUMAN,NADH-cytochrome b5 reductase 2,Protein
Q96M43,NBPF4_HUMAN,Neuroblastoma breakpoint family member 4,Protein
Q86XG9,NBPF5_HUMAN,Putative neuroblastoma breakpoint family member 5,Protein
Q8NFP9,NBEA_HUMAN,Neurobeachin,Protein
Q5VWK0,NBPF6_HUMAN,Neuroblastoma breakpoint family member 6,Protein
P0C2Y1,NBPF7_HUMAN,Putative neuroblastoma breakpoint family member 7,Protein
Q8IVL1,NAV2_HUMAN,Neuron navigator 2,Protein
Q3BBV2,NBPF8_HUMAN,Putative neuroblastoma breakpoint family member 8,Protein
Q7L1T6,NB5R4_HUMAN,Cytochrome b5 reductase 4,Protein
P61601,NCALD_HUMAN,Neurocalcin-delta,Protein
P0DPF3,NBPF9_HUMAN,Neuroblastoma breakpoint family member 9,Protein
O60934,NBN_HUMAN,Nibrin,Protein
Q6ZS30,NBEL1_HUMAN,Neurobeachin-like protein 1,Protein
Q01658,NC2B_HUMAN,Protein Dr1,Protein
Q8IVL0,NAV3_HUMAN,Neuron navigator 3,Protein
Q6P3W6,NBPFA_HUMAN,Neuroblastoma breakpoint family member 10,Protein
Q6IPT4,NB5R5_HUMAN,NADH-cytochrome b5 reductase-like,Protein
Q86T75,NBPFB_HUMAN,Neuroblastoma breakpoint family member 11,Protein
Q6ZNJ1,NBEL2_HUMAN,Neurobeachin-like protein 2,Protein
Q14919,NC2A_HUMAN,Dr1-associated corepressor,Protein
Q5TAG4,NBPFC_HUMAN,Neuroblastoma breakpoint family member 12,Protein
Q8NCQ3,NC301_HUMAN,Putative uncharacterized protein encoded by LINC00301,Protein
Q6ZUF6,NC336_HUMAN,Putative uncharacterized protein encoded by LINC00336,Protein
Q5TI25,NBPFE_HUMAN,Neuroblastoma breakpoint family member 14,Protein
Q8N660,NBPFF_HUMAN,Neuroblastoma breakpoint family member 15,Protein
P13591,NCAM1_HUMAN,Neural cell adhesion molecule 1,Protein
P41271,NBL1_HUMAN,Neuroblastoma suppressor of tumorigenicity 1,Protein
A0A087WUL8,NBPFJ_HUMAN,Neuroblastoma breakpoint family member 19,Protein
P0DPF2,NBPFK_HUMAN,Neuroblastoma breakpoint family member 20,Protein
B4DH59,NBPFP_HUMAN,Neuroblastoma breakpoint family member 26,Protein
O15394,NCAM2_HUMAN,Neural cell adhesion molecule 2,Protein
Q14596,NBR1_HUMAN,Next to BRCA1 gene 1 protein,Protein
O14594,NCAN_HUMAN,Neurocan core protein,Protein
Q69YL0,NCAS2_HUMAN,Protein NCBP2AS2,Protein
A6PVI3,NCB2L_HUMAN,Nuclear cap-binding protein subunit 2-like,Protein
Q09161,NCBP1_HUMAN,Nuclear cap-binding protein subunit 1,Protein
Q9UBB6,NCDN_HUMAN,Neurochondrin,Protein
O14513,NCKP5_HUMAN,Nck-associated protein 5,Protein
P19878,NCF2_HUMAN,Neutrophil cytosol factor 2,Protein
Q53F19,NCBP3_HUMAN,Nuclear cap-binding protein subunit 3,Protein
P52298,NCBP2_HUMAN,Nuclear cap-binding protein subunit 2,Protein
P55160,NCKPL_HUMAN,Nck-associated protein 1-like,Protein
Q71RS6,NCKX5_HUMAN,Sodium/potassium/calcium exchanger 5,Protein
Q6PIU2,NCEH1_HUMAN,Neutral cholesterol ester hydrolase 1,Protein
Q6J4K2,NCLX_HUMAN,Mitochondrial sodium/calcium exchanger protein,Protein
Q15080,NCF4_HUMAN,Neutrophil cytosol factor 4,Protein
O60721,NCKX1_HUMAN,Sodium/potassium/calcium exchanger 1,Protein
Q13772,NCOA4_HUMAN,Nuclear receptor coactivator 4,Protein
A6NI72,NCF1B_HUMAN,Putative neutrophil cytosol factor 1B,Protein
A8MVU1,NCF1C_HUMAN,Putative neutrophil cytosol factor 1C,Protein
O00533,NCHL1_HUMAN,Neural cell adhesion molecule L1-like protein,Protein
Q9UI40,NCKX2_HUMAN,Sodium/potassium/calcium exchanger 2,Protein
Q5T1S8,NCMAP_HUMAN,Noncompact myelin-associated protein,Protein
Q9Y618,NCOR2_HUMAN,Nuclear receptor corepressor 2,Protein
Q9HCD5,NCOA5_HUMAN,Nuclear receptor coactivator 5,Protein
P14598,NCF1_HUMAN,Neutrophil cytosol factor 1,Protein
Q9HC58,NCKX3_HUMAN,Sodium/potassium/calcium exchanger 3,Protein
P16333,NCK1_HUMAN,SH2/SH3 adapter protein NCK1,Protein
Q14686,NCOA6_HUMAN,Nuclear receptor coactivator 6,Protein
Q8NFF2,NCKX4_HUMAN,Sodium/potassium/calcium exchanger 4,Protein
Q15788,NCOA1_HUMAN,Nuclear receptor coactivator 1,Protein
O43639,NCK2_HUMAN,Cytoplasmic protein NCK2,Protein
Q969V3,NCLN_HUMAN,BOS complex subunit NCLN,Protein
Q8NI08,NCOA7_HUMAN,Nuclear receptor coactivator 7,Protein
O76036,NCTR1_HUMAN,Natural cytotoxicity triggering receptor 1,Protein
Q9HCH0,NCK5L_HUMAN,Nck-associated protein 5-like,Protein
O95944,NCTR2_HUMAN,Natural cytotoxicity triggering receptor 2,Protein
P62166,NCS1_HUMAN,Neuronal calcium sensor 1,Protein
O14931,NCTR3_HUMAN,Natural cytotoxicity triggering receptor 3,Protein
P16435,NCPR_HUMAN,NADPH--cytochrome P450 reductase,Protein
O75376,NCOR1_HUMAN,Nuclear receptor corepressor 1,Protein
Q9Y2A7,NCKP1_HUMAN,Nck-associated protein 1,Protein
Q15596,NCOA2_HUMAN,Nuclear receptor coactivator 2,Protein
P40205,NCYM_HUMAN,N-cym protein,Protein
Q9Y6Q9,NCOA3_HUMAN,Nuclear receptor coactivator 3,Protein
Q9BTX1,NDC1_HUMAN,Nucleoporin NDC1,Protein
O14777,NDC80_HUMAN,Kinetochore protein NDC80 homolog,Protein
Q9HD90,NDF4_HUMAN,Neurogenic differentiation factor 4,Protein
Q9GZM8,NDEL1_HUMAN,Nuclear distribution protein nudE-like 1,Protein
Q9NXR1,NDE1_HUMAN,Nuclear distribution protein nudE homolog 1,Protein
Q96NK8,NDF6_HUMAN,Neurogenic differentiation factor 6,Protein
Q13562,NDF1_HUMAN,Neurogenic differentiation factor 1,Protein
Q15784,NDF2_HUMAN,Neurogenic differentiation factor 2,Protein
P56597,NDK5_HUMAN,Nucleoside diphosphate kinase homolog 5,Protein
O75414,NDK6_HUMAN,Nucleoside diphosphate kinase 6,Protein
P15531,NDKA_HUMAN,Nucleoside diphosphate kinase A,Protein
Q9Y5B8,NDK7_HUMAN,Nucleoside diphosphate kinase homolog 7,Protein
Q13232,NDK3_HUMAN,Nucleoside diphosphate kinase 3,Protein
O60361,NDK8_HUMAN,Putative nucleoside diphosphate kinase,Protein
P22392,NDKB_HUMAN,Nucleoside diphosphate kinase B,Protein
O00746,NDKM_HUMAN,"Nucleoside diphosphate kinase, mitochondrial",Protein
Q9UHB4,NDOR1_HUMAN,NADPH-dependent diflavin oxidoreductase 1,Protein
Q8TB73,NDNF_HUMAN,Protein NDNF,Protein
Q9UN36,NDRG2_HUMAN,Protein NDRG2,Protein
P56556,NDUA6_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6,Protein
O95167,NDUA3_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3,Protein
Q16795,NDUA9_HUMAN,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",Protein
O95182,NDUA7_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,Protein
Q9UGV2,NDRG3_HUMAN,Protein NDRG3,Protein
Q16718,NDUA5_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5,Protein
Q86Y39,NDUAB_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11,Protein
O15239,NDUA1_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1,Protein
Q92597,NDRG1_HUMAN,Protein NDRG1,Protein
P52848,NDST1_HUMAN,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,Protein
O00483,NDUA4_HUMAN,Cytochrome c oxidase subunit NDUFA4,Protein
Q9ULP0,NDRG4_HUMAN,Protein NDRG4,Protein
Q00604,NDP_HUMAN,Norrin,Protein
P51970,NDUA8_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,Protein
O95178,NDUB2_HUMAN,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial",Protein
O43678,NDUA2_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2,Protein
O43674,NDUB5_HUMAN,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial",Protein
Q9P0J0,NDUAD_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,Protein
Q9UI09,NDUAC_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,Protein
O95299,NDUAA_HUMAN,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",Protein
Q9P032,NDUF4_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4,Protein
O96000,NDUBA_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,Protein
P52849,NDST2_HUMAN,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2,Protein
O95169,NDUB8_HUMAN,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",Protein
O95298,NDUC2_HUMAN,NADH dehydrogenase [ubiquinone] 1 subunit C2,Protein
O43676,NDUB3_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3,Protein
O75438,NDUB1_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,Protein
O95803,NDST3_HUMAN,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3,Protein
Q7L592,NDUF7_HUMAN,"Protein arginine methyltransferase NDUFAF7, mitochondrial",Protein
O95139,NDUB6_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6,Protein
Q5TEU4,NDUF5_HUMAN,"Arginine-hydroxylase NDUFAF5, mitochondrial",Protein
E9PQ53,NDUCR_HUMAN,"NADH dehydrogenase [ubiquinone] 1 subunit C2, isoform 2",Protein
Q9H3R1,NDST4_HUMAN,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 4,Protein
Q9NX14,NDUBB_HUMAN,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial",Protein
Q8N183,NDUF2_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 2,Protein
O95168,NDUB4_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4,Protein
A1L188,NDUF8_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8,Protein
Q9BU61,NDUF3_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3,Protein
Q9Y6M9,NDUB9_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,Protein
Q330K2,NDUF6_HUMAN,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6",Protein
O43677,NDUC1_HUMAN,"NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial",Protein
P17568,NDUB7_HUMAN,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7,Protein
O75489,NDUS3_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",Protein
O75380,NDUS6_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",Protein
P19404,NDUV2_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",Protein
O43181,NDUS4_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial",Protein
O75306,NDUS2_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial",Protein
O00217,NDUS8_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",Protein
P28331,NDUS1_HUMAN,"NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial",Protein
P49821,NDUV1_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",Protein
O76041,NEBL_HUMAN,Nebulette,Protein
O43920,NDUS5_HUMAN,NADH dehydrogenase [ubiquinone] iron-sulfur protein 5,Protein
P56181,NDUV3_HUMAN,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",Protein
O75251,NDUS7_HUMAN,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",Protein
Q8NBZ9,NEAS1_HUMAN,Putative uncharacterized protein NEXN-AS1,Protein
P16519,NEC2_HUMAN,Neuroendocrine convertase 2,Protein
P20929,NEBU_HUMAN,Nebulin,Protein
Q9ULJ8,NEB1_HUMAN,Neurabin-1,Protein
Q9NVZ3,NECP2_HUMAN,Adaptin ear-binding coat-associated protein 2,Protein
Q7Z6G3,NECA2_HUMAN,N-terminal EF-hand calcium-binding protein 2,Protein
Q96SB3,NEB2_HUMAN,Neurabin-2,Protein
Q8NHV4,NEDD1_HUMAN,Protein NEDD1,Protein
Q15223,NECT1_HUMAN,Nectin-1,Protein
Q8N987,NECA1_HUMAN,N-terminal EF-hand calcium-binding protein 1,Protein
Q96P71,NECA3_HUMAN,N-terminal EF-hand calcium-binding protein 3,Protein
Q7Z3B1,NEGR1_HUMAN,Neuronal growth regulator 1,Protein
Q8NG66,NEK11_HUMAN,Serine/threonine-protein kinase Nek11,Protein
Q99608,NECD_HUMAN,Necdin,Protein
P29120,NEC1_HUMAN,Neuroendocrine convertase 1,Protein
Q92692,NECT2_HUMAN,Nectin-2,Protein
P46934,NEDD4_HUMAN,E3 ubiquitin-protein ligase NEDD4,Protein
Q96FI4,NEIL1_HUMAN,Endonuclease 8-like 1,Protein
P51957,NEK4_HUMAN,Serine/threonine-protein kinase Nek4,Protein
Q96PY6,NEK1_HUMAN,Serine/threonine-protein kinase Nek1,Protein
Q8NC96,NECP1_HUMAN,Adaptin ear-binding coat-associated protein 1,Protein
Q9NQS3,NECT3_HUMAN,Nectin-3,Protein
Q969S2,NEIL2_HUMAN,Endonuclease 8-like 2,Protein
Q6P3R8,NEK5_HUMAN,Serine/threonine-protein kinase Nek5,Protein
Q8TD19,NEK9_HUMAN,Serine/threonine-protein kinase Nek9,Protein
Q15843,NEDD8_HUMAN,NEDD8,Protein
Q8TAT5,NEIL3_HUMAN,Endonuclease 8-like 3,Protein
Q96NY8,NECT4_HUMAN,Nectin-4,Protein
O14524,NEMP1_HUMAN,Nuclear envelope integral membrane protein 1,Protein
Q9HC98,NEK6_HUMAN,Serine/threonine-protein kinase Nek6,Protein
P18615,NELFE_HUMAN,Negative elongation factor E,Protein
Q9UMX5,NENF_HUMAN,Neudesin,Protein
P51955,NEK2_HUMAN,Serine/threonine-protein kinase Nek2,Protein
O60524,NEMF_HUMAN,Ribosome quality control complex subunit NEMF,Protein
A6NFY4,NEMP2_HUMAN,Nuclear envelope integral membrane protein 2,Protein
Q6ZWH5,NEK10_HUMAN,Serine/threonine-protein kinase Nek10,Protein
Q92832,NELL1_HUMAN,Protein kinase C-binding protein NELL1,Protein
Q9H3P2,NELFA_HUMAN,Negative elongation factor A,Protein
Q92979,NEP1_HUMAN,Ribosomal RNA small subunit methyltransferase NEP1,Protein
Q92859,NEO1_HUMAN,Neogenin,Protein
Q8TDX7,NEK7_HUMAN,Serine/threonine-protein kinase Nek7,Protein
P51956,NEK3_HUMAN,Serine/threonine-protein kinase Nek3,Protein
Q96PU5,NED4L_HUMAN,E3 ubiquitin-protein ligase NEDD4-like,Protein
Q99435,NELL2_HUMAN,Protein kinase C-binding protein NELL2,Protein
Q8WX92,NELFB_HUMAN,Negative elongation factor B,Protein
Q86SG6,NEK8_HUMAN,Serine/threonine-protein kinase Nek8,Protein
Q9Y6K9,NEMO_HUMAN,NF-kappa-B essential modulator,Protein
Q8N9A8,NEPR1_HUMAN,Nuclear envelope phosphatase-regulatory subunit 1,Protein
Q8IXH7,NELFD_HUMAN,Negative elongation factor C/D,Protein
P08473,NEP_HUMAN,Neprilysin,Protein
Q6NW34,NEPRO_HUMAN,Nucleolus and neural progenitor protein,Protein
Q9HB63,NET4_HUMAN,Netrin-4,Protein
O95631,NET1_HUMAN,Netrin-1,Protein
Q92686,NEUG_HUMAN,Neurogranin,Protein
Q8WTR8,NET5_HUMAN,Netrin-5,Protein
A8MQ27,NEU1B_HUMAN,E3 ubiquitin-protein ligase NEURL1B,Protein
Q8WUJ1,NEUFC_HUMAN,Neuferricin,Protein
O76050,NEUL1_HUMAN,E3 ubiquitin-protein ligase NEURL1,Protein
Q8NFW8,NEUA_HUMAN,N-acylneuraminate cytidylyltransferase,Protein
P01185,NEU2_HUMAN,Vasopressin-neurophysin 2-copeptin,Protein
P01178,NEU1_HUMAN,Oxytocin-neurophysin 1,Protein
Q9Y3R4,NEUR2_HUMAN,Sialidase-2,Protein
Q8TDF5,NETO1_HUMAN,Neuropilin and tolloid-like protein 1,Protein
P17677,NEUM_HUMAN,Neuromodulin,Protein
Q9BR09,NEUL2_HUMAN,Neuralized-like protein 2,Protein
P48681,NEST_HUMAN,Nestin,Protein
Q96EH8,NEUL3_HUMAN,E3 ubiquitin-protein ligase NEURL3,Protein
Q8NC67,NETO2_HUMAN,Neuropilin and tolloid-like protein 2,Protein
O00634,NET3_HUMAN,Netrin-3,Protein
P30990,NEUT_HUMAN,Neurotensin/neuromedin N,Protein
Q9UQ49,NEUR3_HUMAN,Sialidase-3,Protein
Q5QGS0,NEXMI_HUMAN,Neurite extension and migration factor,Protein
Q13469,NFAC2_HUMAN,"Nuclear factor of activated T-cells, cytoplasmic 2",Protein
Q96JN8,NEUL4_HUMAN,Neuralized-like protein 4,Protein
P56730,NETR_HUMAN,Neurotrypsin,Protein
Q8WWR8,NEUR4_HUMAN,Sialidase-4,Protein
Q9BYT8,NEUL_HUMAN,"Neurolysin, mitochondrial",Protein
P12036,NFH_HUMAN,Neurofilament heavy polypeptide,Protein
Q12968,NFAC3_HUMAN,"Nuclear factor of activated T-cells, cytoplasmic 3",Protein
P21359,NF1_HUMAN,Neurofibromin,Protein
O95644,NFAC1_HUMAN,"Nuclear factor of activated T-cells, cytoplasmic 1",Protein
Q0ZGT2,NEXN_HUMAN,Nexilin,Protein
Q99519,NEUR1_HUMAN,Sialidase-1,Protein
Q16621,NFE2_HUMAN,Transcription factor NF-E2 45 kDa subunit,Protein
Q16649,NFIL3_HUMAN,Nuclear factor interleukin-3-regulated protein,Protein
Q99574,NEUS_HUMAN,Neuroserpin,Protein
Q14934,NFAC4_HUMAN,"Nuclear factor of activated T-cells, cytoplasmic 4",Protein
Q86UQ8,NFE4_HUMAN,Transcription factor NF-E4,Protein
Q8NCF5,NF2IP_HUMAN,NFATC2-interacting protein,Protein
A0A5F9ZHS7,NFILZ_HUMAN,NFIL3 like protein,Protein
Q12857,NFIA_HUMAN,Nuclear factor 1 A-type,Protein
Q9BT67,NFIP1_HUMAN,NEDD4 family-interacting protein 1,Protein
Q8NET5,NFAM1_HUMAN,NFAT activation molecule 1,Protein
Q14494,NF2L1_HUMAN,Endoplasmic reticulum membrane sensor NFE2L1,Protein
O00712,NFIB_HUMAN,Nuclear factor 1 B-type,Protein
P07196,NFL_HUMAN,Neurofilament light polypeptide,Protein
O94856,NFASC_HUMAN,Neurofascin,Protein
Q9NV92,NFIP2_HUMAN,NEDD4 family-interacting protein 2,Protein
P08651,NFIC_HUMAN,Nuclear factor 1 C-type,Protein
Q9Y697,NFS1_HUMAN,Cysteine desulfurase,Protein
Q6P4R8,NFRKB_HUMAN,Nuclear factor related to kappa-B-binding protein,Protein
O94916,NFAT5_HUMAN,Nuclear factor of activated T-cells 5,Protein
Q14938,NFIX_HUMAN,Nuclear factor 1 X-type,Protein
Q16236,NF2L2_HUMAN,Nuclear factor erythroid 2-related factor 2,Protein
P19838,NFKB1_HUMAN,Nuclear factor NF-kappa-B p105 subunit,Protein
P07197,NFM_HUMAN,Neurofilament medium polypeptide,Protein
Q9UMS0,NFU1_HUMAN,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",Protein
Q9Y4A8,NF2L3_HUMAN,Nuclear factor erythroid 2-related factor 3,Protein
Q00653,NFKB2_HUMAN,Nuclear factor NF-kappa-B p100 subunit,Protein
Q13952,NFYC_HUMAN,Nuclear transcription factor Y subunit gamma,Protein
Q96E22,NGBR_HUMAN,Dehydrodolichyl diphosphate synthase complex subunit NUS1,Protein
Q8NEJ9,NGDN_HUMAN,Neuroguidin,Protein
Q12986,NFX1_HUMAN,Transcriptional repressor NF-X1,Protein
Q8N5V2,NGEF_HUMAN,Ephexin-1,Protein
Q9NPG2,NGB_HUMAN,Neuroglobin,Protein
Q6ZNB6,NFXL1_HUMAN,NF-X1-type zinc finger protein NFXL1,Protein
P23511,NFYA_HUMAN,Nuclear transcription factor Y subunit alpha,Protein
P25208,NFYB_HUMAN,Nuclear transcription factor Y subunit beta,Protein
P01138,NGF_HUMAN,Beta-nerve growth factor,Protein
P80188,NGAL_HUMAN,Neutrophil gelatinase-associated lipocalin,Protein
Q96IV0,NGLY1_HUMAN,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,Protein
Q92886,NGN1_HUMAN,Neurogenin-1,Protein
P55769,NH2L1_HUMAN,NHP2-like protein 1,Protein
Q9H2A3,NGN2_HUMAN,Neurogenin-2,Protein
Q9UJF2,NGAP_HUMAN,Ras GTPase-activating protein nGAP,Protein
Q9Y4Z2,NGN3_HUMAN,Neurogenin-3,Protein
Q9NPE2,NGRN_HUMAN,Neugrin,Protein
Q8NBF2,NHLC2_HUMAN,NHL repeat-containing protein 2,Protein
Q9NX24,NHP2_HUMAN,H/ACA ribonucleoprotein complex subunit 2,Protein
Q5JS37,NHLC3_HUMAN,NHL repeat-containing protein 3,Protein
P0CG21,NHLC4_HUMAN,NHL-repeat-containing protein 4,Protein
Q5T2W1,NHRF3_HUMAN,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,Protein
Q6VVB1,NHLC1_HUMAN,E3 ubiquitin-protein ligase NHLRC1,Protein
Q9H9Q4,NHEJ1_HUMAN,Non-homologous end-joining factor 1,Protein
Q86UT5,NHRF4_HUMAN,Na(+)/H(+) exchange regulatory cofactor NHE-RF4,Protein
Q9BSH3,NICN1_HUMAN,Nicolin-1,Protein
O14745,NHRF1_HUMAN,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,Protein
Q5SYE7,NHSL1_HUMAN,NHS-like protein 1,Protein
Q5BLP8,NICOL_HUMAN,NELL2-interacting cell ontogeny regulator 1,Protein
Q9GZT8,NIF3L_HUMAN,NIF3-like protein 1,Protein
Q5HYW2,NHSL2_HUMAN,NHS-like protein 2,Protein
Q9BZQ8,NIBA1_HUMAN,Protein Niban 1,Protein
Q15599,NHRF2_HUMAN,Na(+)/H(+) exchange regulatory cofactor NHE-RF2,Protein
Q9P206,NHSL3_HUMAN,NHS-like protein 3,Protein
P14543,NID1_HUMAN,Nidogen-1,Protein
Q96TA1,NIBA2_HUMAN,Protein Niban 2,Protein
Q92542,NICA_HUMAN,Nicastrin,Protein
Q6T4R5,NHS_HUMAN,Actin remodeling regulator NHS,Protein
Q86XR2,NIBA3_HUMAN,Protein Niban 3,Protein
Q14112,NID2_HUMAN,Nidogen-2,Protein
Q8IY84,NIM1_HUMAN,Serine/threonine-protein kinase NIM1,Protein
Q9BPW8,NIPS1_HUMAN,Protein NipSnap homolog 1,Protein
Q9Y2I6,NINL_HUMAN,Ninein-like protein,Protein
Q0D2K0,NIPA4_HUMAN,Magnesium transporter NIPA4,Protein
Q92982,NINJ1_HUMAN,Ninjurin-1,Protein
O75323,NIPS2_HUMAN,Protein NipSnap homolog 2,Protein
Q7RTP0,NIPA1_HUMAN,Magnesium transporter NIPA1,Protein
Q8N4C6,NIN_HUMAN,Ninein,Protein
Q9NZG7,NINJ2_HUMAN,Ninjurin-2,Protein
Q8N8Q9,NIPA2_HUMAN,Magnesium transporter NIPA2,Protein
Q9NQR4,NIT2_HUMAN,Omega-amidase NIT2,Protein
Q9Y221,NIP7_HUMAN,60S ribosome subunit biogenesis protein NIP7 homolog,Protein
Q6KC79,NIPBL_HUMAN,Nipped-B-like protein,Protein
Q6NVV3,NIPA3_HUMAN,Magnesium transporter NIPA3,Protein
Q86X76,NIT1_HUMAN,Deaminated glutathione amidase,Protein
P29371,NK3R_HUMAN,Neuromedin-K receptor,Protein
Q9HAS0,NJMU_HUMAN,Protein Njmu-R1,Protein
Q9Y2I1,NISCH_HUMAN,Nischarin,Protein
Q6ZUT1,NKAP1_HUMAN,Uncharacterized protein NKAPD1,Protein
Q5M9Q1,NKAPL_HUMAN,NKAP-like protein,Protein
Q4KMZ8,NKAI1_HUMAN,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 1,Protein
P25103,NK1R_HUMAN,Substance-P receptor,Protein
Q16617,NKG7_HUMAN,Protein NKG7,Protein
Q8N5F7,NKAP_HUMAN,NF-kappa-B-activating protein,Protein
Q5VXU1,NKAI2_HUMAN,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 2,Protein
O15522,NKX28_HUMAN,Homeobox protein Nkx-2.8,Protein
Q9UD57,NKX12_HUMAN,NK1 transcription factor-related protein 2,Protein
P26715,NKG2A_HUMAN,NKG2-A/NKG2-B type II integral membrane protein,Protein
Q8N8D7,NKAI3_HUMAN,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 3,Protein
Q99801,NKX31_HUMAN,Homeobox protein Nkx-3.1,Protein
Q969G9,NKD1_HUMAN,Protein naked cuticle homolog 1,Protein
P43699,NKX21_HUMAN,Homeobox protein Nkx-2.1,Protein
Q8IVV8,NKAI4_HUMAN,Sodium/potassium-transporting ATPase subunit beta-1-interacting protein 4,Protein
P21452,NK2R_HUMAN,Substance-K receptor,Protein
P78367,NKX32_HUMAN,Homeobox protein Nkx-3.2,Protein
P26717,NKG2C_HUMAN,NKG2-C type II integral membrane protein,Protein
Q17RQ9,NKPD1_HUMAN,NTPase KAP family P-loop domain-containing protein 1,Protein
O95096,NKX22_HUMAN,Homeobox protein Nkx-2.2,Protein
P78426,NKX61_HUMAN,Homeobox protein Nkx-6.1,Protein
Q969F2,NKD2_HUMAN,Protein naked cuticle homolog 2,Protein
Q8N0W4,NLGNX_HUMAN,"Neuroligin-4, X-linked",Protein
P26718,NKG2D_HUMAN,NKG2-D type II integral membrane protein,Protein
O15226,NKRF_HUMAN,NF-kappa-B-repressing factor,Protein
Q8NFZ3,NLGNY_HUMAN,"Neuroligin-4, Y-linked",Protein
