NodeType: Protein | FullName: Amino acid transporter heavy chain SLC3A1 | EntryName: SLC31_HUMAN | ProteinId: Q07837
NodeType: Protein | FullName: Protein O-linked-mannose beta-1,2-N-acetylglucosaminyltransferase 1 | EntryName: PMGT1_HUMAN | ProteinId: Q8WZA1
NodeType: Protein | FullName: Phosphomannomutase 2 | EntryName: PMM2_HUMAN | ProteinId: O15305
NodeType: Protein | FullName: PMS1 protein homolog 1 | EntryName: PMS1_HUMAN | ProteinId: P54277
NodeType: Protein | FullName: Peripheral myelin protein 22 | EntryName: PMP22_HUMAN | ProteinId: Q01453
NodeType: Protein | FullName: Protein PMS2CL | EntryName: PMS2L_HUMAN | ProteinId: Q68D20
NodeType: Protein | FullName: Phosphomevalonate kinase | EntryName: PMVK_HUMAN | ProteinId: Q15126
NodeType: Protein | FullName: Mismatch repair endonuclease PMS2 | EntryName: PMS2_HUMAN | ProteinId: P54278
NodeType: Protein | FullName: Protein PML | EntryName: PML_HUMAN | ProteinId: P29590
NodeType: Protein | FullName: Nicotinate phosphoribosyltransferase | EntryName: PNCB_HUMAN | ProteinId: Q6XQN6
NodeType: Protein | FullName: Paraneoplastic antigen-like protein 8C | EntryName: PNM8C_HUMAN | ProteinId: A0A1B0GUJ8
NodeType: Protein | FullName: Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase | EntryName: PMYT1_HUMAN | ProteinId: Q99640
NodeType: Protein | FullName: Arginine/serine-rich protein PNISR | EntryName: PNISR_HUMAN | ProteinId: Q8TF01
NodeType: Protein | FullName: Paraneoplastic antigen Ma1 | EntryName: PNMA1_HUMAN | ProteinId: Q8ND90
NodeType: Protein | FullName: Poly(A)-specific ribonuclease PNLDC1 | EntryName: PNDC1_HUMAN | ProteinId: Q8NA58
NodeType: Protein | FullName: Pneumadin | EntryName: PNEU_HUMAN | ProteinId: P22103
NodeType: Protein | FullName: Paraneoplastic antigen Ma2 | EntryName: PNMA2_HUMAN | ProteinId: Q9UL42
NodeType: Protein | FullName: Probable hydrolase PNKD | EntryName: PNKD_HUMAN | ProteinId: Q8N490
NodeType: Protein | FullName: Paraneoplastic antigen Ma3 | EntryName: PNMA3_HUMAN | ProteinId: Q9UL41
NodeType: Protein | FullName: RNA-binding protein PNO1 | EntryName: PNO1_HUMAN | ProteinId: Q9NRX1
NodeType: Protein | FullName: Purine nucleoside phosphorylase | EntryName: PNPH_HUMAN | ProteinId: P00491
NodeType: Protein | FullName: Paraneoplastic antigen-like protein 5 | EntryName: PNMA5_HUMAN | ProteinId: Q96PV4
NodeType: Protein | FullName: Bifunctional polynucleotide phosphatase/kinase | EntryName: PNKP_HUMAN | ProteinId: Q96T60
NodeType: Protein | FullName: Polyribonucleotide nucleotidyltransferase 1, mitochondrial | EntryName: PNPT1_HUMAN | ProteinId: Q8TCS8
NodeType: Protein | FullName: Paraneoplastic antigen-like protein 6A | EntryName: PNM6A_HUMAN | ProteinId: P0CW24
NodeType: Protein | FullName: Phenylethanolamine N-methyltransferase | EntryName: PNMT_HUMAN | ProteinId: P11086
NodeType: Protein | FullName: Paraneoplastic antigen-like protein 8A | EntryName: PNM8A_HUMAN | ProteinId: Q86V59
NodeType: Protein | FullName: Prepronociceptin | EntryName: PNOC_HUMAN | ProteinId: Q13519
NodeType: Protein | FullName: Paraneoplastic antigen-like protein 8B | EntryName: PNM8B_HUMAN | ProteinId: Q9ULN7
NodeType: Protein | FullName: Pyridoxine-5'-phosphate oxidase | EntryName: PNPO_HUMAN | ProteinId: Q9NVS9
NodeType: Protein | FullName: Proline-rich nuclear receptor coactivator 2 | EntryName: PNRC2_HUMAN | ProteinId: Q9NPJ4
NodeType: Protein | FullName: Endogenous retrovirus group K member 113 Pol protein | EntryName: PO113_HUMAN | ProteinId: P63132
NodeType: Protein | FullName: POU domain, class 3, transcription factor 2 | EntryName: PO3F2_HUMAN | ProteinId: P20265
NodeType: Protein | FullName: POU domain, class 2, transcription factor 1 | EntryName: PO2F1_HUMAN | ProteinId: P14859
NodeType: Protein | FullName: Transcriptional regulator PINT87aa | EntryName: PNT87_HUMAN | ProteinId: A0A455ZAR2
NodeType: Protein | FullName: POU domain, class 6, transcription factor 2 | EntryName: PO6F2_HUMAN | ProteinId: P78424
NodeType: Protein | FullName: POU domain, class 3, transcription factor 3 | EntryName: PO3F3_HUMAN | ProteinId: P20264
NodeType: Protein | FullName: POU domain, class 4, transcription factor 3 | EntryName: PO4F3_HUMAN | ProteinId: Q15319
NodeType: Protein | FullName: Proline-rich nuclear receptor coactivator 1 | EntryName: PNRC1_HUMAN | ProteinId: Q12796
NodeType: Protein | FullName: POU domain, class 3, transcription factor 4 | EntryName: PO3F4_HUMAN | ProteinId: P49335
NodeType: Protein | FullName: Nuclear pore membrane glycoprotein 210 | EntryName: PO210_HUMAN | ProteinId: Q8TEM1
NodeType: Protein | FullName: POU domain, class 2, transcription factor 2 | EntryName: PO2F2_HUMAN | ProteinId: P09086
NodeType: Protein | FullName: Podocalyxin | EntryName: PODXL_HUMAN | ProteinId: O00592
NodeType: Protein | FullName: POU domain, class 5, transcription factor 1 | EntryName: PO5F1_HUMAN | ProteinId: Q01860
NodeType: Protein | FullName: POC1 centriolar protein homolog A | EntryName: POC1A_HUMAN | ProteinId: Q8NBT0
NodeType: Protein | FullName: POU domain, class 4, transcription factor 1 | EntryName: PO4F1_HUMAN | ProteinId: Q01851
NodeType: Protein | FullName: Endogenous retrovirus group K member 10 Pol protein | EntryName: POK10_HUMAN | ProteinId: P10266
NodeType: Protein | FullName: Centrosomal protein POC5 | EntryName: POC5_HUMAN | ProteinId: Q8NA72
NodeType: Protein | FullName: POU domain, class 2, transcription factor 3 | EntryName: PO2F3_HUMAN | ProteinId: Q9UKI9
NodeType: Protein | FullName: Endogenous retrovirus group K member 11 Pol protein | EntryName: POK11_HUMAN | ProteinId: Q9UQG0
NodeType: Protein | FullName: Endogenous retrovirus group K member 18 Pol protein | EntryName: POK18_HUMAN | ProteinId: Q9QC07
NodeType: Protein | FullName: POU domain, class 5, transcription factor 2 | EntryName: PO5F2_HUMAN | ProteinId: Q8N7G0
NodeType: Protein | FullName: Endogenous retrovirus group K member 19 Pol protein | EntryName: POK19_HUMAN | ProteinId: Q9WJR5
NodeType: Protein | FullName: POC1 centriolar protein homolog B | EntryName: POC1B_HUMAN | ProteinId: Q8TC44
NodeType: Protein | FullName: Endogenous retrovirus group K member 25 Pol protein | EntryName: POK25_HUMAN | ProteinId: P63136
NodeType: Protein | FullName: POU domain, class 3, transcription factor 1 | EntryName: PO3F1_HUMAN | ProteinId: Q03052
NodeType: Protein | FullName: POU domain, class 4, transcription factor 2 | EntryName: PO4F2_HUMAN | ProteinId: Q12837
NodeType: Protein | FullName: Endogenous retrovirus group K member 6 Pol protein | EntryName: POK6_HUMAN | ProteinId: Q9BXR3
NodeType: Protein | FullName: POU domain, class 6, transcription factor 1 | EntryName: PO6F1_HUMAN | ProteinId: Q14863
NodeType: Protein | FullName: Endogenous retrovirus group K member 7 Pol protein | EntryName: POK7_HUMAN | ProteinId: P63135
NodeType: Protein | FullName: Podocan | EntryName: PODN_HUMAN | ProteinId: Q7Z5L7
NodeType: Protein | FullName: Endogenous retrovirus group K member 8 Pol protein | EntryName: POK8_HUMAN | ProteinId: P63133
NodeType: Protein | FullName: Endogenous retrovirus group K member 9 Pol protein | EntryName: POK9_HUMAN | ProteinId: P63128
NodeType: Protein | FullName: Pogo transposable element with KRAB domain | EntryName: POGK_HUMAN | ProteinId: Q9P215
NodeType: Protein | FullName: Podocin | EntryName: PODO_HUMAN | ProteinId: Q9NP85
NodeType: Protein | FullName: Protein POF1B | EntryName: POF1B_HUMAN | ProteinId: Q8WVV4
NodeType: Protein | FullName: Pogo transposable element with ZNF domain | EntryName: POGZ_HUMAN | ProteinId: Q7Z3K3
NodeType: Protein | FullName: DNA polymerase iota | EntryName: POLI_HUMAN | ProteinId: Q9UNA4
NodeType: Protein | FullName: DNA polymerase kappa | EntryName: POLK_HUMAN | ProteinId: Q9UBT6
NodeType: Protein | FullName: Polyserase-2 | EntryName: POLS2_HUMAN | ProteinId: Q5K4E3
NodeType: Protein | FullName: DNA polymerase eta | EntryName: POLH_HUMAN | ProteinId: Q9Y253
NodeType: Protein | FullName: Serum paraoxonase/arylesterase 1 | EntryName: PON1_HUMAN | ProteinId: P27169
NodeType: Protein | FullName: Protein O-mannosyl-transferase 1 | EntryName: POMT1_HUMAN | ProteinId: Q9Y6A1
NodeType: Protein | FullName: Podocan-like protein 1 | EntryName: PONL1_HUMAN | ProteinId: Q6PEZ8
NodeType: Protein | FullName: Serum paraoxonase/arylesterase 2 | EntryName: PON2_HUMAN | ProteinId: Q15165
NodeType: Protein | FullName: Protein O-mannosyl-transferase 2 | EntryName: POMT2_HUMAN | ProteinId: Q9UKY4
NodeType: Protein | FullName: Serum paraoxonase/lactonase 3 | EntryName: PON3_HUMAN | ProteinId: Q15166
NodeType: Protein | FullName: Ribonucleases P/MRP protein subunit POP1 | EntryName: POP1_HUMAN | ProteinId: Q99575
NodeType: Protein | FullName: Popeye domain-containing protein 2 | EntryName: POPD2_HUMAN | ProteinId: Q9HBU9
NodeType: Protein | FullName: Popeye domain-containing protein 3 | EntryName: POPD3_HUMAN | ProteinId: Q9HBV1
NodeType: Protein | FullName: Ribonuclease P/MRP protein subunit POP5 | EntryName: POP5_HUMAN | ProteinId: Q969H6
NodeType: Protein | FullName: Protein-serine O-palmitoleoyltransferase porcupine | EntryName: PORCN_HUMAN | ProteinId: Q9H237
NodeType: Protein | FullName: Proteasome maturation protein | EntryName: POMP_HUMAN | ProteinId: Q9Y244
NodeType: Protein | FullName: Blood vessel epicardial substance | EntryName: POPD1_HUMAN | ProteinId: Q8NE79
NodeType: Protein | FullName: Ribonuclease P protein subunit p20 | EntryName: POP7_HUMAN | ProteinId: O75817
NodeType: Protein | FullName: Polyprenol reductase | EntryName: PORED_HUMAN | ProteinId: Q9H8P0
NodeType: Protein | FullName: Porimin | EntryName: PORIM_HUMAN | ProteinId: Q8N131
NodeType: Protein | FullName: Periostin | EntryName: POSTN_HUMAN | ProteinId: Q15063
NodeType: Protein | FullName: POTE ankyrin domain family member E | EntryName: POTEE_HUMAN | ProteinId: Q6S8J3
NodeType: Protein | FullName: POTE ankyrin domain family member F | EntryName: POTEF_HUMAN | ProteinId: A5A3E0
NodeType: Protein | FullName: POTE ankyrin domain family member B2 | EntryName: POTB2_HUMAN | ProteinId: H3BUK9
NodeType: Protein | FullName: POTE ankyrin domain family member G | EntryName: POTEG_HUMAN | ProteinId: Q6S5H5
NodeType: Protein | FullName: POTE ankyrin domain family member B3 | EntryName: POTB3_HUMAN | ProteinId: A0JP26
NodeType: Protein | FullName: POTE ankyrin domain family member H | EntryName: POTEH_HUMAN | ProteinId: Q6S545
NodeType: Protein | FullName: POTE ankyrin domain family member I | EntryName: POTEI_HUMAN | ProteinId: P0CG38
NodeType: Protein | FullName: POTE ankyrin domain family member J | EntryName: POTEJ_HUMAN | ProteinId: P0CG39
NodeType: Protein | FullName: Putative POTE ankyrin domain family member M | EntryName: POTEM_HUMAN | ProteinId: A6NI47
NodeType: Protein | FullName: POM121 and ZP3 fusion protein | EntryName: POZP3_HUMAN | ProteinId: Q6PJE2
NodeType: Protein | FullName: Protection of telomeres protein 1 | EntryName: POTE1_HUMAN | ProteinId: Q9NUX5
NodeType: Protein | FullName: Protein phosphatase 1 regulatory subunit 3G | EntryName: PP13G_HUMAN | ProteinId: B7ZBB8
NodeType: Protein | FullName: Protein phosphatase 1 regulatory subunit 12C | EntryName: PP12C_HUMAN | ProteinId: Q9BZL4
NodeType: Protein | FullName: Protein phosphatase 1 regulatory subunit 14A | EntryName: PP14A_HUMAN | ProteinId: Q96A00
NodeType: Protein | FullName: POTE ankyrin domain family member A | EntryName: POTEA_HUMAN | ProteinId: Q6S8J7
NodeType: Protein | FullName: POTE ankyrin domain family member B | EntryName: POTEB_HUMAN | ProteinId: A0A0A6YYL3
NodeType: Protein | FullName: POTE ankyrin domain family member C | EntryName: POTEC_HUMAN | ProteinId: B2RU33
NodeType: Protein | FullName: Galactoside-binding soluble lectin 13 | EntryName: PP13_HUMAN | ProteinId: Q9UHV8
NodeType: Protein | FullName: POTE ankyrin domain family member D | EntryName: POTED_HUMAN | ProteinId: Q86YR6
NodeType: Protein | FullName: Protein phosphatase 1 regulatory subunit 14B | EntryName: PP14B_HUMAN | ProteinId: Q96C90
NodeType: Protein | FullName: Protein phosphatase 1 regulatory subunit 16A | EntryName: PP16A_HUMAN | ProteinId: Q96I34
NodeType: Protein | FullName: Protein phosphatase 1 regulatory subunit 14C | EntryName: PP14C_HUMAN | ProteinId: Q8TAE6
NodeType: Protein | FullName: Protein phosphatase 1 regulatory inhibitor subunit 16B | EntryName: PP16B_HUMAN | ProteinId: Q96T49
NodeType: Protein | FullName: Nuclear inhibitor of protein phosphatase 1 | EntryName: PP1R8_HUMAN | ProteinId: Q12972
NodeType: Protein | FullName: Protein phosphatase 1 regulatory subunit 14D | EntryName: PP14D_HUMAN | ProteinId: Q9NXH3
NodeType: Protein | FullName: Serine/threonine-protein phosphatase 1 regulatory subunit 10 | EntryName: PP1RA_HUMAN | ProteinId: Q96QC0
NodeType: Protein | FullName: Serine/threonine-protein phosphatase PP1-gamma catalytic subunit | EntryName: PP1G_HUMAN | ProteinId: P36873
NodeType: Protein | FullName: Serine/threonine-protein phosphatase PP1-alpha catalytic subunit | EntryName: PP1A_HUMAN | ProteinId: P62136
NodeType: Protein | FullName: E3 ubiquitin-protein ligase PPP1R11 | EntryName: PP1RB_HUMAN | ProteinId: O60927
NodeType: Protein | FullName: Protein phosphatase 1 regulatory subunit 7 | EntryName: PP1R7_HUMAN | ProteinId: Q15435
NodeType: Protein | FullName: Serine/threonine-protein phosphatase PP1-beta catalytic subunit | EntryName: PP1B_HUMAN | ProteinId: P62140
NodeType: Protein | FullName: Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform | EntryName: PP2AA_HUMAN | ProteinId: P67775
NodeType: Protein | FullName: Serine/threonine-protein phosphatase 2B catalytic subunit gamma isoform | EntryName: PP2BC_HUMAN | ProteinId: P48454
NodeType: Protein | FullName: Protein phosphatase 2C-like domain-containing protein 1 | EntryName: PP2D1_HUMAN | ProteinId: A8MPX8
NodeType: Protein | FullName: Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform | EntryName: PP2AB_HUMAN | ProteinId: P62714
NodeType: Protein | FullName: Protein phosphatase 3 catalytic subunit alpha | EntryName: PP2BA_HUMAN | ProteinId: Q08209
NodeType: Protein | FullName: Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform | EntryName: PP2BB_HUMAN | ProteinId: P16298
NodeType: Protein | FullName: Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase | EntryName: PP4P1_HUMAN | ProteinId: Q86T03
NodeType: Protein | FullName: Serine/threonine-protein phosphatase 4 regulatory subunit 4 | EntryName: PP4R4_HUMAN | ProteinId: Q6NUP7
NodeType: Protein | FullName: Putative serine/threonine-protein phosphatase 4 regulatory subunit 1-like | EntryName: PP4RL_HUMAN | ProteinId: Q9P1A2
NodeType: Protein | FullName: Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase | EntryName: PP4P2_HUMAN | ProteinId: Q8N4L2
NodeType: Protein | FullName: Serine/threonine-protein phosphatase 4 regulatory subunit 2 | EntryName: PP4R2_HUMAN | ProteinId: Q9NY27
NodeType: Protein | FullName: Tartrate-resistant acid phosphatase type 5 | EntryName: PPA5_HUMAN | ProteinId: P13686
NodeType: Protein | FullName: Serine/threonine-protein phosphatase 4 regulatory subunit 1 | EntryName: PP4R1_HUMAN | ProteinId: Q8TF05
NodeType: Protein | FullName: Serine/threonine-protein phosphatase 4 catalytic subunit | EntryName: PP4C_HUMAN | ProteinId: P60510
NodeType: Protein | FullName: Serine/threonine-protein phosphatase 6 regulatory subunit 1 | EntryName: PP6R1_HUMAN | ProteinId: Q9UPN7
NodeType: Protein | FullName: Serine/threonine-protein phosphatase 6 regulatory subunit 2 | EntryName: PP6R2_HUMAN | ProteinId: O75170
NodeType: Protein | FullName: Lysophosphatidic acid phosphatase type 6 | EntryName: PPA6_HUMAN | ProteinId: Q9NPH0
NodeType: Protein | FullName: Low molecular weight phosphotyrosine protein phosphatase | EntryName: PPAC_HUMAN | ProteinId: P24666
NodeType: Protein | FullName: Serine/threonine-protein phosphatase 6 regulatory subunit 3 | EntryName: PP6R3_HUMAN | ProteinId: Q5H9R7
NodeType: Protein | FullName: Peroxisome proliferator-activated receptor delta | EntryName: PPARD_HUMAN | ProteinId: Q03181
NodeType: Protein | FullName: Phosphatidylcholine transfer protein | EntryName: PPCT_HUMAN | ProteinId: Q9UKL6
NodeType: Protein | FullName: Alkaline phosphatase, placental type | EntryName: PPB1_HUMAN | ProteinId: P05187
NodeType: Protein | FullName: Prolyl endopeptidase | EntryName: PPCE_HUMAN | ProteinId: P48147
NodeType: Protein | FullName: Prostatic acid phosphatase | EntryName: PPAP_HUMAN | ProteinId: P15309
NodeType: Protein | FullName: Lysosomal acid phosphatase | EntryName: PPAL_HUMAN | ProteinId: P11117
NodeType: Protein | FullName: Pancreatic progenitor cell differentiation and proliferation factor | EntryName: PPDPF_HUMAN | ProteinId: Q9H3Y8
NodeType: Protein | FullName: Peroxisome proliferator-activated receptor gamma | EntryName: PPARG_HUMAN | ProteinId: P37231
NodeType: Protein | FullName: Alkaline phosphatase, tissue-nonspecific isozyme | EntryName: PPBT_HUMAN | ProteinId: P05186
NodeType: Protein | FullName: Intestinal-type alkaline phosphatase | EntryName: PPBI_HUMAN | ProteinId: P09923
NodeType: Protein | FullName: Phosphopantothenate--cysteine ligase | EntryName: PPCS_HUMAN | ProteinId: Q9HAB8
NodeType: Protein | FullName: Peroxisome proliferator-activated receptor alpha | EntryName: PPARA_HUMAN | ProteinId: Q07869
NodeType: Protein | FullName: Serine/threonine-protein phosphatase with EF-hands 1 | EntryName: PPE1_HUMAN | ProteinId: O14829
NodeType: Protein | FullName: Alkaline phosphatase, germ cell type | EntryName: PPBN_HUMAN | ProteinId: P10696
NodeType: Protein | FullName: Serine/threonine-protein phosphatase with EF-hands 2 | EntryName: PPE2_HUMAN | ProteinId: O14830
NodeType: Protein | FullName: Testicular acid phosphatase | EntryName: PPAT_HUMAN | ProteinId: Q9BZG2
NodeType: Protein | FullName: Peptidyl-prolyl cis-trans isomerase A | EntryName: PPIA_HUMAN | ProteinId: P62937
NodeType: Protein | FullName: Periphilin-1 | EntryName: PPHLN_HUMAN | ProteinId: Q8NEY8
NodeType: Protein | FullName: Peptidyl-prolyl cis-trans isomerase C | EntryName: PPIC_HUMAN | ProteinId: P45877
NodeType: Protein | FullName: Peptidyl-prolyl cis-trans isomerase B | EntryName: PPIB_HUMAN | ProteinId: P23284
NodeType: Protein | FullName: Lysosomal protective protein | EntryName: PPGB_HUMAN | ProteinId: P10619
NodeType: Protein | FullName: Prolyl endopeptidase-like | EntryName: PPCEL_HUMAN | ProteinId: Q4J6C6
NodeType: Protein | FullName: Peptidyl-prolyl cis-trans isomerase D | EntryName: PPID_HUMAN | ProteinId: Q08752
NodeType: Protein | FullName: Peptidyl-prolyl cis-trans isomerase F, mitochondrial | EntryName: PPIF_HUMAN | ProteinId: P30405
NodeType: Protein | FullName: Proline-serine-threonine phosphatase-interacting protein 1 | EntryName: PPIP1_HUMAN | ProteinId: O43586
NodeType: Protein | FullName: RING-type E3 ubiquitin-protein ligase PPIL2 | EntryName: PPIL2_HUMAN | ProteinId: Q13356
NodeType: Protein | FullName: Proline-serine-threonine phosphatase-interacting protein 2 | EntryName: PPIP2_HUMAN | ProteinId: Q9H939
NodeType: Protein | FullName: Peptidyl-prolyl cis-trans isomerase-like 4 | EntryName: PPIL4_HUMAN | ProteinId: Q8WUA2
NodeType: Protein | FullName: Peptidyl-prolyl cis-trans isomerase-like 1 | EntryName: PPIL1_HUMAN | ProteinId: Q9Y3C6
NodeType: Protein | FullName: Peptidyl-prolyl cis-trans isomerase G | EntryName: PPIG_HUMAN | ProteinId: Q13427
NodeType: Protein | FullName: Probable inactive peptidyl-prolyl cis-trans isomerase-like 6 | EntryName: PPIL6_HUMAN | ProteinId: Q8IXY8
NodeType: Protein | FullName: Peptidyl-prolyl cis-trans isomerase E | EntryName: PPIE_HUMAN | ProteinId: Q9UNP9
